image,width,height,mode,sigma,k,k_elbow,k_silhouette_best,cr_theoretical,cr_actual_bytes,cr_actual_vs_orig_png,orig_file_bytes,orig_png_bytes,compressed_png_bytes,mse_vs_original,psnr_db_vs_original,ssim_vs_original,inertia,silhouette
4.2.05,512,512,clean,0,4,16,4,11.997803136632697,24.77860383064516,14.257623487903226,786572,452594,31744,206.2223358154297,24.987446592024057,0.8122431842452554,30715328.0,0.557245135307312
4.2.05,512,512,clean,0,8,16,4,7.998047351720771,12.747297625800178,7.334802690219593,786572,452594,61705,87.83341217041016,28.694206062269533,0.8632328690880401,12923372.0,0.4585648477077484
4.2.05,512,512,clean,0,16,16,4,5.997803538743136,8.553693574170536,4.921800406711832,786572,452594,91957,40.47951889038086,32.05845018708462,0.9045943636370867,6026778.0,0.42227500677108765
4.2.05,512,512,clean,0,32,16,4,4.797189146984189,5.07924577037324,2.9226010590210514,786572,452594,154860,20.714658737182617,34.96802577941746,0.9405991400576763,3047212.5,0.3175655007362366
4.2.05,512,512,clean,0,64,16,4,3.9960975609756098,3.1956285041033556,1.8387665556187536,786572,452594,246140,12.240828514099121,37.25269547067839,0.9608850797325061,1764622.625,0.28563979268074036
